Dst Port,Flow Duration,Flow Pkts/s,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Subflow Fwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Label
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
22,296141,148.5778733779,712,712,74.2889366889,74.2889366889,1944,26883,230,16,2
3389,4222712,5.6835512344,312,192,3.5522195215,2.1313317129,1460,8192,64000,7,0
80,5605329,0.7136066411,72,32,0.5352049808,0.1784016603,0,8192,42780,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
445,1268779,11.8223898725,172,164,6.3052745986,5.5171152738,467,8192,257,5,0
3389,9548583,1.8850964588,232,152,1.1520033915,0.7330930673,1148,8192,62852,5,0
137,1519910,1.9738010803,24,0,1.9738010803,0.0,150,-1,-1,2,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
53,2568,778.8161993769,8,8,389.4080996885,389.4080996885,49,-1,-1,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
80,119154544,0.2769512508,372,444,0.1510643186,0.1258869322,883,8192,290,13,0
22,404125,103.9282400247,712,648,54.4386019177,49.489638107,1928,26883,230,16,2
21,3,666666.666666667,40,20,333333.333333333,333333.333333333,0,26883,0,0,1
22,350434,125.5585930589,712,712,62.7792965294,62.7792965294,1912,26883,230,16,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
50034,91,43956.043956044,60,20,32967.032967033,10989.010989011,53,1114,0,1,0
53,1271,1573.564122738,8,8,786.782061369,786.782061369,52,-1,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
443,237997,71.4294718001,212,152,42.017336353,29.4121354471,513,8192,60,4,0
445,90419420,0.0331787132,52,20,0.0221191421,0.0110595711,1,251,0,0,0
443,632,4746.835443038,60,0,4746.835443038,0.0,77,256,-1,1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
443,60246165,0.2655770703,192,152,0.1493871021,0.1161899683,1662,8192,507,4,0
3389,1429817,10.4908530252,172,152,5.5951216135,4.8957314118,1138,8192,62862,5,0
53,2070,966.1835748792,8,8,483.0917874396,483.0917874396,42,-1,-1,0,0
3389,2100141,8.0946945943,192,172,4.2854265499,3.8092680444,1283,8192,62728,6,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,19,105263.157894737,40,20,52631.5789473684,52631.5789473684,0,26883,0,0,1
445,409937,29.2727906971,152,112,17.0757945733,12.1969961238,364,8192,255,4,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
53,1013,1974.333662389,8,8,987.1668311945,987.1668311945,50,-1,-1,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
22,3,666666.666666667,32,32,333333.333333333,333333.333333333,0,241,230,0,2
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
21,8,250000.0,40,20,125000.0,125000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,368176,124.9402459693,776,712,65.1862152883,59.754030681,1928,26883,230,16,2
18516,41,48780.4878048781,40,0,48780.4878048781,0.0,0,256,-1,0,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,405,4938.2716049383,8,8,2469.1358024691,2469.1358024691,41,-1,-1,0,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
3389,13994694,1.2862017562,212,172,0.7145565312,0.571645225,1138,8192,62862,5,0
80,72,27777.7777777778,40,0,27777.7777777778,0.0,0,278,-1,0,0
22,396143,106.0223202227,712,648,55.5355010691,50.4868191537,1912,26883,230,16,2
443,79898,212.7712833863,192,172,112.6436206163,100.12766277,566,8192,30,4,0
22,337051,127.5771322441,680,712,62.3051110959,65.2720211481,1912,26883,230,16,2
443,61102934,0.4909747869,312,384,0.2454873935,0.2454873935,1706,8192,130,9,0
22,301585,142.5800354792,712,680,72.9479251289,69.6321103503,1912,26883,230,16,2
3389,2142308,7.4685806149,192,152,4.2010765959,3.267504019,1138,8192,62862,5,0
3389,2307790,7.799669814,224,172,4.3331498967,3.4665199173,1148,8192,62852,5,0
443,66880,194.3779904306,152,132,104.6650717703,89.7129186603,353,8192,237,3,0
22,347196,126.7295706172,712,712,63.3647853086,63.3647853086,1928,26883,230,16,2
50169,1,2000000.0,40,0,2000000.0,0.0,0,176,-1,0,0
445,1341956,8.9421709803,152,112,5.2162664052,3.7259045751,364,8192,258,4,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
53,18239,109.6551346017,8,8,54.8275673008,54.8275673008,58,-1,-1,0,0
53,19997,100.0150022503,8,8,50.0075011252,50.0075011252,37,-1,-1,0,0
80,53838142,0.0371483845,40,0,0.0371483845,0.0,0,279,-1,0,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
22,382084,115.1579233886,712,712,57.5789616943,57.5789616943,2008,26883,230,16,2
53,36340,55.0357732526,8,8,27.5178866263,27.5178866263,36,-1,-1,0,0
22,328557,130.8753123507,680,712,63.9158502178,66.9594621329,1944,26883,230,16,2
21,3,666666.666666667,40,20,333333.333333333,333333.333333333,0,26883,0,0,1
80,5910773,1.3534608756,92,92,0.6767304378,0.6767304378,97,8192,141,1,0
53,73392,54.501853063,16,16,27.2509265315,27.2509265315,66,-1,-1,1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
22,341528,128.832775058,712,712,64.416387529,64.416387529,1912,26883,230,16,2
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
22,379358,115.9854280126,712,712,57.9927140063,57.9927140063,1912,26883,230,16,2
53,20251,98.7605550343,8,8,49.3802775172,49.3802775172,50,-1,-1,0,0
22,321802,136.7300389681,712,712,68.365019484,68.365019484,1944,26883,230,16,2
22,381253,110.1630675693,712,648,57.7044639649,52.4586036044,1928,26883,230,16,2
445,197056,20.2987983111,68,28,15.2240987334,5.0746995778,0,8192,8192,0,0
80,53630556,0.0372921735,40,0,0.0372921735,0.0,0,279,-1,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
50545,1,2000000.0,40,0,2000000.0,0.0,0,32,-1,0,0
51696,0,284000.753675517,40,0,0.0,0.0,0,62,-1,0,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
443,13892650,1.5835711689,232,244,0.7917855845,0.7917855845,1543,8192,35,5,0
53,20521,97.4611373715,8,8,48.7305686857,48.7305686857,90,-1,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
443,60974315,0.4756100991,292,384,0.2296048754,0.2460052237,1702,8192,130,9,0
22,24,83333.3333333333,32,32,41666.6666666667,41666.6666666667,0,241,230,0,2
22,388228,108.1838507269,712,648,56.6677313331,51.5161193938,1912,26883,230,16,2
22,371043,118.5846384381,776,648,64.6825300572,53.902108381,1944,26883,230,16,2
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
53,2101,951.9276534983,8,8,475.9638267492,475.9638267492,35,-1,-1,0,0
445,810124,4.9375157383,104,40,3.7031368037,1.2343789346,0,8192,8192,0,0
3389,1441936,10.4026808402,172,152,5.5480964481,4.8545843921,1138,8192,62862,5,0
22,442535,94.9077474098,712,648,49.7135819766,45.1941654332,1960,26883,230,16,2
53,268,7462.6865671642,8,8,3731.3432835821,3731.3432835821,37,-1,-1,0,0
443,8515,234.8796241926,40,0,234.8796241926,0.0,0,252,-1,0,0
3389,2768799,5.417511347,172,152,2.8893393851,2.5281719619,1128,64240,62872,5,0
3389,4148448,4.5800260724,244,172,2.6515940419,1.9284320305,1138,8192,62862,5,0
22,401698,109.5350238239,712,712,54.7675119119,54.7675119119,1928,26883,230,16,2
50728,50,40000.0,20,20,20000.0,20000.0,0,31500,63764,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,6,333333.333333333,40,20,166666.666666667,166666.666666667,0,26883,0,0,1
51102,999770,2.0004601058,40,0,2.0004601058,0.0,0,6886,-1,0,0
53,41959,47.6655783026,8,8,23.8327891513,23.8327891513,32,-1,-1,0,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
53,696,2873.5632183908,8,8,1436.7816091954,1436.7816091954,41,-1,-1,0,0
22,278216,154.5561721828,680,712,75.4809212986,79.0752508842,1912,26883,230,16,2
53,25547,78.2870787177,8,8,39.1435393588,39.1435393588,30,-1,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
443,118397143,0.4983228354,412,792,0.168922995,0.3293998403,1138,8192,180,8,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
443,104,28846.1538461538,60,0,28846.1538461538,0.0,53,256,-1,1,0
445,448936,26.7298679545,152,112,15.5924229734,11.137444981,1080,8192,255,4,0
80,97,20618.5567010309,40,0,20618.5567010309,0.0,0,278,-1,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
50233,1,2000000.0,40,0,2000000.0,0.0,0,4969,-1,0,0
80,52,38461.5384615385,40,0,38461.5384615385,0.0,0,278,-1,0,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
53,441,4535.1473922903,8,8,2267.5736961451,2267.5736961451,41,-1,-1,0,0
445,720740,16.6495546244,148,108,9.7122401976,6.9373144268,364,8192,63964,4,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
53,282,7092.1985815603,8,8,3546.0992907802,3546.0992907802,48,-1,-1,0,0
443,504,5952.380952381,60,0,5952.380952381,0.0,77,258,-1,1,0
21,4,500000.0,40,20,250000.0,250000.0,0,26883,0,0,1
53,1892,1057.0824524313,8,8,528.5412262156,528.5412262156,41,-1,-1,0,0
80,5645634,1.4170241996,92,92,0.7085120998,0.7085120998,97,8192,141,1,0
3389,4674853,3.6364779812,212,152,2.1391046948,1.4973732864,1138,8192,62862,5,0
80,87,22988.5057471264,40,0,22988.5057471264,0.0,0,278,-1,0,0
53,39770,100.5783253709,16,16,50.2891626854,50.2891626854,86,-1,-1,1,0
53,1010,1980.198019802,8,8,990.099009901,990.099009901,55,-1,-1,0,0
443,117286865,0.2131525981,272,252,0.110839351,0.1023132471,605,8192,176,6,0
445,1152073,10.4160066246,152,112,6.0760038643,4.3400027602,364,8192,259,4,0
22,390034,112.8106780435,712,712,56.4053390217,56.4053390217,1912,26883,230,16,2
80,5191507,0.7704891855,72,32,0.5778668891,0.1926222964,0,8192,65535,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
443,54844,291.7365618846,192,152,164.1018160601,127.6347458245,557,8192,119,4,0
53,1242,1610.3059581321,8,8,805.152979066,805.152979066,38,-1,-1,0,0
3389,4889011,3.4771858767,204,184,1.8408631112,1.6363227655,1144,8192,62856,5,0
50231,21,95238.0952380952,20,20,47619.0476190476,47619.0476190476,0,980,256,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
80,115441298,0.2598723379,332,424,0.1385985802,0.1212737577,447,8192,288,12,0
53,1831,1092.2992900055,8,8,546.1496450027,546.1496450027,34,-1,-1,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
445,1051060,10.4656251784,128,108,5.7085228246,4.7571023538,455,8192,0,4,0
3389,1413816,14.8534179837,292,152,9.9022786558,4.9511393279,1148,63443,62852,5,0
3389,4983474,3.411274946,212,152,2.0066323211,1.4046426248,1138,8192,62862,5,0
22,348797,126.1478739783,712,712,63.0739369891,63.0739369891,1912,26883,230,16,2
443,752187,22.6007628422,192,172,11.96510974,10.6356531022,1429,8192,1026,3,0
22,364503,120.7123123815,712,712,60.3561561908,60.3561561908,1928,26883,230,16,2
22,343409,128.1271020853,712,712,64.0635510426,64.0635510426,1912,26883,230,16,2
3389,1605180,9.3447463836,172,152,4.9838647379,4.3608816457,1138,8192,62862,5,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
445,331896,33.1429122376,132,112,18.0779521296,15.064960108,455,8192,0,4,0
53,16008,124.9375312344,8,8,62.4687656172,62.4687656172,49,-1,-1,0,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
443,1385,2166.0649819495,60,0,2166.0649819495,0.0,77,256,-1,1,0
443,53420771,0.1123158631,100,20,0.0935965525,0.0187193105,123,255,72,2,0
13186,78,64102.5641025641,40,0,64102.5641025641,0.0,65,-1,-1,4,0
1082,175,11428.5714285714,40,0,11428.5714285714,0.0,0,255,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,3204,624.2197253433,8,8,312.1098626717,312.1098626717,42,-1,-1,0,0
50329,334,5988.0239520958,40,0,5988.0239520958,0.0,0,258,-1,0,0
22,381450,115.3493249443,776,648,62.917813606,52.4315113383,1912,26883,230,16,2
3389,2590621,5.7901175046,168,148,3.0880626691,2.7020548355,1148,8192,62852,5,0
51381,0,284000.753675517,40,0,0.0,0.0,0,180,-1,0,0
53,2118,944.2870632672,8,8,472.1435316336,472.1435316336,41,-1,-1,0,0
3389,2142322,8.402098284,224,172,4.66783238,3.734265904,1132,8192,62868,5,0
49788,28,71428.5714285714,20,20,35714.2857142857,35714.2857142857,0,184,258,0,0
80,5371149,1.4894392243,92,92,0.7447196121,0.7447196121,97,8192,141,1,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,322124,136.5933615626,712,712,68.2966807813,68.2966807813,1928,26883,230,16,2
53,54102,36.9672100847,8,8,18.4836050423,18.4836050423,30,-1,-1,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
80,6114823,1.3082962499,92,92,0.654148125,0.654148125,97,8192,141,1,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
3389,1664228,9.0131880968,172,152,4.8070336516,4.2061544452,1128,8192,62872,5,0
22,360756,121.966093426,712,712,60.983046713,60.983046713,1944,26883,230,16,2
80,5947495,1.3451041153,92,92,0.6725520576,0.6725520576,97,8192,141,1,0
61315,51,39215.6862745098,40,0,39215.6862745098,0.0,0,260,-1,0,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
49581,429,6993.006993007,40,20,4662.0046620047,2331.0023310023,38,176,0,0,0
53,1946,1027.7492291881,8,8,513.874614594,513.874614594,30,-1,-1,0,0
50750,0,284000.753675517,40,0,0.0,0.0,0,184,-1,0,0
22,380474,120.9018224636,776,712,63.0792117201,57.8226107434,1928,26883,230,16,2
443,186,16129.0322580645,60,0,16129.0322580645,0.0,31,258,-1,1,0
53,40297,99.2629724297,16,16,49.6314862149,49.6314862149,60,-1,-1,1,0
53,17686,113.0837950922,8,8,56.5418975461,56.5418975461,71,-1,-1,0,0
22,5,400000.0,32,32,200000.0,200000.0,0,241,230,0,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,347718,126.5393220943,712,712,63.2696610472,63.2696610472,1928,26883,230,16,2
22,314022,136.9330811217,680,712,66.8742954315,70.0587856902,1928,26883,230,16,2
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
445,1923549,6.2384685807,152,112,3.6391066721,2.5993619086,364,8192,258,4,0
443,277,10830.3249097473,60,0,10830.3249097473,0.0,77,253,-1,1,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,383097,109.632808401,712,648,57.4267091624,52.2060992386,1944,26883,230,16,2
22,5,400000.0,32,32,200000.0,200000.0,0,241,230,0,2
53,34987,114.3281790379,16,16,57.164089519,57.164089519,62,-1,-1,1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
53,2112,946.9696969697,8,8,473.4848484848,473.4848484848,42,-1,-1,0,0
21,20,100000.0,40,20,50000.0,50000.0,0,26883,0,0,1
53,330,6060.6060606061,8,8,3030.303030303,3030.303030303,56,-1,-1,0,0
443,66217812,23.1810739986,6432,24292,4.8476382759,18.3334357227,4035,8192,43,28,0
49992,18,111111.111111111,20,20,55555.5555555556,55555.5555555556,0,123,252,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
22,394717,114.0057306881,744,712,58.269595685,55.7361350031,1912,26883,230,16,2
53,38310,52.2056904203,8,8,26.1028452101,26.1028452101,48,-1,-1,0,0
443,1115,2690.5829596413,60,0,2690.5829596413,0.0,77,257,-1,1,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
80,47953,145.9762684295,72,92,62.5612578984,83.4150105311,437,8192,31,1,0
53,17671,226.3595721804,16,16,113.1797860902,113.1797860902,74,-1,-1,1,0
80,54351342,0.0367976195,40,0,0.0367976195,0.0,0,279,-1,0,0
21,21,95238.0952380952,40,20,47619.0476190476,47619.0476190476,0,26883,0,0,1
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
52404,1,2000000.0,40,0,2000000.0,0.0,0,513,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
445,67778,162.2945498539,132,112,88.5242999203,73.7702499336,455,8192,0,4,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,395324,106.2419686131,712,648,55.6505549878,50.5914136253,1928,26883,230,16,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
80,728,9615.3846153846,72,92,4120.8791208791,5494.5054945055,161,8192,149,1,0
80,46795,149.588631264,72,92,64.1094133989,85.4792178652,437,8192,31,1,0
53,895,2234.6368715084,8,8,1117.3184357542,1117.3184357542,35,-1,-1,0,0
53,314,6369.4267515924,8,8,3184.7133757962,3184.7133757962,45,-1,-1,0,0
51816,67,44776.1194029851,40,20,29850.7462686567,14925.3731343284,31,127,0,0,0
443,530,5660.3773584906,60,0,5660.3773584906,0.0,77,258,-1,1,0
22,384507,111.8315141207,744,648,59.8168563901,52.0146577305,1928,26883,230,16,2
80,119997666,0.2666718534,352,432,0.1416694221,0.1250024313,597,8192,980,13,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
50150,26,76923.0769230769,20,20,38461.5384615385,38461.5384615385,0,172,254,0,0
3389,33339586,0.5998874731,152,272,0.2099606156,0.3899268575,1138,8192,0,5,0
3389,2127833,7.0494254013,172,152,3.7596935474,3.289731854,1148,8192,62852,5,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
53,2621,763.0675314765,8,8,381.5337657383,381.5337657383,41,-1,-1,0,0
22,388170,108.2000154571,712,648,56.6761985728,51.5238168844,2008,26883,230,16,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
445,1307138,8.4153318165,128,108,4.5901809908,3.8251508257,455,8192,0,4,0
49878,53,75471.6981132076,60,20,56603.7735849057,18867.9245283019,31,1494,0,1,0
22,270689,162.5481641293,712,712,81.2740820647,81.2740820647,1944,26883,230,16,2
80,113421232,0.290950816,352,464,0.1498837537,0.1410670623,597,8192,980,13,0
443,116765646,0.2226682324,272,272,0.1113341162,0.1113341162,627,8192,31,6,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,408570,107.6926842402,712,712,53.8463421201,53.8463421201,1960,26883,230,16,2
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
3389,1369819,10.9503518348,172,152,5.8401876452,5.1101641896,1138,8192,62862,5,0
80,117898924,0.2714189317,372,424,0.1526731491,0.1187457826,875,8192,176,13,0
443,150,13333.3333333333,40,0,13333.3333333333,0.0,0,257,-1,0,0
3389,21027870,0.2377796705,32,112,0.0475559341,0.1902237364,0,8192,0,0,0
22,5,400000.0,32,32,200000.0,200000.0,0,241,230,0,2
80,225,8888.8888888889,40,0,8888.8888888889,0.0,0,253,-1,0,0
49921,28,71428.5714285714,20,20,35714.2857142857,35714.2857142857,0,513,256,0,0
3389,2294967,6.5360416947,172,152,3.4858889038,3.0501527909,1148,8192,62852,5,0
55632,157,12738.8535031847,40,0,12738.8535031847,0.0,0,255,-1,0,0
53,2328,859.1065292096,8,8,429.5532646048,429.5532646048,48,-1,-1,0,0
22,5,400000.0,32,32,200000.0,200000.0,0,241,230,0,2
443,1030,2912.6213592233,60,0,2912.6213592233,0.0,77,258,-1,1,0
53,806,2481.3895781638,8,8,1240.6947890819,1240.6947890819,40,-1,-1,0,0
22,335550,128.1478170168,680,712,62.5838176129,65.563999404,1912,26883,230,16,2
53,2044,978.4735812133,8,8,489.2367906067,489.2367906067,34,-1,-1,0,0
50907,40,50000.0,40,0,50000.0,0.0,0,184,-1,0,0
443,60552226,0.5780134326,372,412,0.297264051,0.2807493815,2207,8192,137,11,0
53,1039,1924.9278152069,8,8,962.4639076035,962.4639076035,35,-1,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
22,374151,122.9450141788,776,712,64.1452247889,58.7997893898,1912,26883,230,16,2
22,364951,120.5641305271,712,712,60.2820652636,60.2820652636,1928,26883,230,16,2
80,569,12302.2847100176,72,92,5272.4077328647,7029.8769771529,161,8192,149,1,0
53,534,3745.3183520599,8,8,1872.65917603,1872.65917603,42,-1,-1,0,0
53,1884,1061.5711252654,8,8,530.7855626327,530.7855626327,46,-1,-1,0,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
443,100577229,0.2982782514,312,432,0.1491391257,0.1491391257,602,8192,1129,12,0
53,458,4366.8122270742,8,8,2183.4061135371,2183.4061135371,46,-1,-1,0,0
53,754,2652.5198938992,8,8,1326.2599469496,1326.2599469496,40,-1,-1,0,0
443,118209931,0.3383810452,412,412,0.1691905226,0.1691905226,1191,8192,180,11,0
80,858,8158.5081585082,72,92,3496.5034965035,4662.0046620047,161,8192,149,1,0
22,368961,119.2537964717,712,712,59.6268982359,59.6268982359,1944,26883,230,16,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
53,2000,1000.0,8,8,500.0,500.0,35,-1,-1,0,0
53,1046,1912.0458891013,8,8,956.0229445507,956.0229445507,32,-1,-1,0,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
445,880236,13.6327075921,152,112,7.952412762,5.68029483,364,8192,259,4,0
49575,32,62500.0,40,0,62500.0,0.0,0,123,-1,0,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
22,85,35294.1176470588,64,32,23529.4117647059,11764.7058823529,0,241,230,0,2
53,12668,157.8781180928,8,8,78.9390590464,78.9390590464,43,-1,-1,0,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
80,54650634,0.0365960988,40,0,0.0365960988,0.0,0,279,-1,0,0
53,92885,43.0640038758,16,16,21.5320019379,21.5320019379,60,-1,-1,1,0
443,76796691,0.5078343805,352,452,0.2213637043,0.2864706762,1271,8192,12501,11,0
52512,11,181818.181818182,20,20,90909.0909090909,90909.0909090909,0,913,256,0,0
3389,2242348,6.6894166294,172,152,3.567688869,3.1217277604,1144,8192,62856,5,0
6032,40,50000.0,40,0,50000.0,0.0,0,257,-1,0,0
53,1601,1249.2192379763,8,8,624.6096189881,624.6096189881,58,-1,-1,0,0
49576,73670,81.4442785394,100,20,67.8702321162,13.5740464232,14,6432,0,2,0
22,395748,106.1281421511,712,648,55.5909316029,50.5372105481,1912,26883,230,16,2
80,118924556,0.3867998465,492,584,0.2018086155,0.1849912309,2181,8192,189,16,0
22,379521,121.2054141932,776,712,63.2376074051,57.967806788,1912,26883,230,16,2
22,362219,121.4734732303,712,712,60.7367366151,60.7367366151,1944,26883,230,16,2
80,786,8905.8524173028,72,92,3816.7938931298,5089.058524173,161,8192,149,1,0
22,390907,107.4424351572,712,648,56.2793707966,51.1630643606,1912,26883,230,16,2
3389,1710559,8.7690632127,172,152,4.6768337134,4.0922294992,1138,8192,62862,5,0
80,45597083,0.2412435024,120,160,0.1315873649,0.1096561374,5,253,296,4,0
21,19,105263.157894737,40,20,52631.5789473684,52631.5789473684,0,26883,0,0,1
80,53552668,0.0373464119,40,0,0.0373464119,0.0,0,279,-1,0,0
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
21,1,2000000.0,40,20,1000000.0,1000000.0,0,26883,0,0,1
443,117738615,0.2463083161,332,272,0.1358942434,0.1104140727,1018,8192,180,8,0
53,307,6514.657980456,8,8,3257.328990228,3257.328990228,41,-1,-1,0,0
445,1316202,8.3573797943,132,112,4.5585707969,3.7988089974,455,8192,0,4,0
22,395052,111.3777426769,712,712,55.6888713385,55.6888713385,1912,26883,230,16,2
80,54667659,0.0365847018,40,0,0.0365847018,0.0,0,279,-1,0,0
53,60211,33.216521898,8,8,16.608260949,16.608260949,41,-1,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
443,116083666,1.4644609863,1272,2284,0.5427120126,0.9217489737,764,8192,980,15,0
50007,43,46511.6279069767,20,20,23255.8139534884,23255.8139534884,0,172,255,0,0
80,92,21739.1304347826,40,0,21739.1304347826,0.0,0,278,-1,0,0
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
54629,121,16528.9256198347,40,0,16528.9256198347,0.0,0,255,-1,0,0
80,54547498,0.0366652931,40,0,0.0366652931,0.0,0,279,-1,0,0
22,357033,117.6361848905,712,648,61.6189539902,56.0172309002,1928,26883,230,16,2
53,314,6369.4267515924,8,8,3184.7133757962,3184.7133757962,41,-1,-1,0,0
50297,53,75471.6981132076,60,20,56603.7735849057,18867.9245283019,31,1192,0,1,0
22,7,285714.285714286,32,32,142857.142857143,142857.142857143,0,241,230,0,2
22,383126,109.6245099523,712,648,57.422362356,52.2021475964,1928,26883,230,16,2
445,1002899,11.9653125589,152,112,6.9797656594,4.9855468995,364,8192,259,4,0
443,187,16042.7807486631,60,0,16042.7807486631,0.0,31,256,-1,1,0
22,385142,109.0506877983,712,648,57.1217888467,51.9288989516,1912,26883,230,16,2
21,2,1000000.0,40,20,500000.0,500000.0,0,26883,0,0,1
3389,2124175,7.0615650782,172,152,3.7661680417,3.2953970365,1148,8192,62852,5,0
22,368998,127.3719640757,808,712,67.7510447211,59.6209193546,1928,26883,230,16,2
56700,139,14388.4892086331,40,0,14388.4892086331,0.0,0,255,-1,0,0
22,6,333333.333333333,32,32,166666.666666667,166666.666666667,0,241,230,0,2
53,57250,69.8689956332,16,16,34.9344978166,34.9344978166,144,-1,-1,1,0
