Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
22,6,14/02/2018 02:49:52,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.333333333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,166666.666666667,166666.666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
22,6,14/02/2018 03:05:59,344546,22,22,1912,2665,640,0,86.9090909091,137.6880217811,976,0,121.1363636364,258.6415602914,13284.1478351222,127.7042833178,8012.6976744186,16689.8628507802,60674,4,344055,16383.5714285714,26019.6977356991,92150,116,344530,16406.1904761905,34915.0887076333,128179,9,0,0,0,0,712,712,63.8521416589,63.8521416589,0,976,101.7111111111,203.7371995112,41508.8464646465,0,0,0,1,0,0,0,0,1,104.0227272727,86.9090909091,121.1363636364,0,0,0,0,0,0,22,1912,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
22,6,14/02/2018 02:25:28,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.333333333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,166666.666666667,166666.666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
22,6,14/02/2018 02:59:17,7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
53,17,14/02/2018 11:39:43,81286,2,2,96,610,48,48,48.0,0.0,305,305,305.0,0.0,8685.3824766873,49.2089658736,27095.3333333333,25374.9667257581,51060,513,80773,80773.0,0.0,80773,80773,51573,51573.0,0.0,51573,51573,0,0,0,0,16,16,24.6044829368,24.6044829368,48,305,150.8,140.7646972788,19814.7,0,0,0,0,0,0,0,0,1,188.5,48.0,305.0,0,0,0,0,0,0,2,96,2,610,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
445,6,14/02/2018 01:23:52,258950,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15.4469974899,86316.6666666667,149026.059373297,258397,88,258950,129475.0,182447.691681753,258485,465,0,0.0,0.0,0,0,0,0,0,0,68,28,11.5852481174,3.8617493725,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,14/02/2018 11:22:14,5619874,4,4,97,232,97,0,24.25,48.5,232,0,58.0,116.0,58.5422377797,1.4235194597,802839.142857143,2096841.11073764,5557746,41,62128,20709.3333333333,35595.1178440714,61811,112,5619710,1873236.66666667,3244052.64337284,5619146,229,0,0,0,0,92,92,0.7117597298,0.7117597298,0,232,36.5555555556,80.0048609634,6400.7777777778,0,0,0,1,0,0,0,0,1,41.125,24.25,58.0,0,0,0,0,0,0,4,97,4,232,8192,141,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
22,6,14/02/2018 02:10:51,7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
49863,6,14/02/2018 09:48:17,564,3,1,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,54964.5390070922,7092.1985815603,188.0,300.8604327591,535,0,535,267.5,378.3021279348,535,0,0,0.0,0.0,0,0,0,0,0,0,60,20,5319.1489361702,1773.0496453901,0,31,6.2,13.8636214605,192.2,0,0,0,0,1,0,0,0,0,7.75,10.3333333333,0.0,0,0,0,0,0,0,3,31,1,0,4410,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
21,6,14/02/2018 11:56:14,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
50981,6,14/02/2018 12:41:09,43058,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,69.6734637001,21529.0,30416.9052995205,43037,21,43058,43058.0,0.0,43058,43058,0,0.0,0.0,0,0,0,0,0,0,40,20,46.4489758001,23.2244879,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,176,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
138,17,14/02/2018 08:35:24,62329724,2,0,417,0,216,201,208.5,10.6066017178,0,0,0.0,0.0,6.6902269614,0.0320874195,62329724.0,0.0,62329724,62329724,62329724,62329724.0,0.0,62329724,62329724,0,0.0,0.0,0,0,0,0,0,0,16,0,0.0320874195,0.0,201,216,211.0,8.6602540378,75.0,0,0,0,0,0,0,0,0,0,316.5,208.5,0.0,0,0,0,0,0,0,2,417,0,0,-1,-1,1,8,0.0,0.0,0,0,62329724.0,0.0,62329724,62329724,Benign
0,0,14/02/2018 08:57:09,112636957,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266342423,56318478.5,43.1335136524,56318509,56318448,112636957,56318478.5,43.1335136524,56318509,56318448,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266342423,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56318478.5,43.1335136524,56318509,56318448,Benign
50864,6,14/02/2018 12:06:39,76,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,26315.7894736842,76.0,0.0,76,76,76,76.0,0.0,76,76,0,0.0,0.0,0,0,0,0,0,0,40,0,26315.7894736842,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,245,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,14/02/2018 04:42:19,102,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,19607.8431372549,102.0,0.0,102,102,102,102.0,0.0,102,102,0,0.0,0.0,0,0,0,0,0,0,40,0,19607.8431372549,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
445,6,14/02/2018 02:39:28,221270,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18.0774619243,73756.6666666667,127657.64014086,221163,1,221270,110635.0,156460.103259585,221269,1,0,0.0,0.0,0,0,0,0,0,0,72,32,13.5580964433,4.5193654811,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,14/02/2018 10:03:06,5465521,4,4,97,232,97,0,24.25,48.5,232,0,58.0,116.0,60.1955421999,1.4637213909,780788.714285714,2038512.32350414,5403411,47,62110,20703.3333333333,35559.6089029862,61764,128,5465350,1821783.33333333,3154894.75049887,5464742,266,0,0,0,0,92,92,0.7318606954,0.7318606954,0,232,36.5555555556,80.0048609634,6400.7777777778,0,0,0,1,0,0,0,0,1,41.125,24.25,58.0,0,0,0,0,0,0,4,97,4,232,8192,141,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,14/02/2018 02:49:23,54572862,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.036648252,54572862.0,0.0,54572862,54572862,54572862,54572862.0,0.0,54572862,54572862,0,0.0,0.0,0,0,0,0,0,0,40,0,0.036648252,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,14/02/2018 12:01:05,117464705,25,77,1098,98369,459,0,43.92,103.6367534549,1460,0,1277.5194805195,458.0924582149,846.7820184795,0.8683459427,1163016.88118812,8206426.97643171,58906973,0,117464705,4894362.70833333,16545388.3857371,58906973,30,117392511,1544638.30263158,9452217.74183612,58982633,0,0,0,0,0,512,1552,0.2128298879,0.6555160548,0,1460,965.6990291262,670.5837935819,449682.624214734,0,0,0,1,0,0,0,0,3,975.1666666667,43.92,1277.5194805195,0,0,0,0,0,0,25,1098,77,98369,8192,127,7,20,81163.0,4518.412331782,84358,77968,58613038.0,415686.863456136,58906973,58319103,Benign
53,17,14/02/2018 12:14:38,31638,1,1,56,72,56,56,56.0,0.0,72,72,72.0,0.0,4045.7677476452,63.215121057,31638.0,0.0,31638,31638,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,31.6075605285,31.6075605285,56,72,61.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,92.0,56.0,72.0,0,0,0,0,0,0,1,56,1,72,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
21,6,14/02/2018 10:39:35,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
445,6,14/02/2018 11:45:57,588566,6,5,455,338,140,0,75.8333333333,62.9362110924,145,0,67.6,69.7588704037,1347.342524033,18.6894927672,58856.6,75851.6814362814,148249,5,588489,117697.8,65797.4414829331,148479,5,588499,147124.75,878.9267603162,148371,146383,0,0,0,0,132,112,10.1942687821,8.4952239851,0,145,66.0833333333,63.40269328,4019.9015151515,0,0,0,1,0,0,0,0,0,72.0909090909,75.8333333333,67.6,0,0,0,0,0,0,6,455,5,338,8192,0,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 08:51:00,1019,1,1,31,109,31,31,31.0,0.0,109,109,109.0,0.0,137389.59764475,1962.7085377821,1019.0,0.0,1019,1019,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,981.3542688911,981.3542688911,31,109,57.0,45.0333209968,2028.0,0,0,0,0,0,0,0,0,1,85.5,31.0,109.0,0,0,0,0,0,0,1,31,1,109,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 09:51:42,269,1,1,33,65,33,33,33.0,0.0,65,65,65.0,0.0,364312.267657993,7434.9442379182,269.0,0.0,269,269,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3717.4721189591,3717.4721189591,33,65,43.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,65.5,33.0,65.0,0,0,0,0,0,0,1,33,1,65,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
445,6,14/02/2018 09:00:48,251251,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15.9203346454,83750.3333333333,144984.494503148,251164,1,251251,125625.5,177659.871666339,251250,1,0,0.0,0.0,0,0,0,0,0,0,68,28,11.9402509841,3.9800836614,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,14/02/2018 09:54:09,1422981,8,7,1138,1581,677,0,142.25,227.7465696778,1173,0,225.8571428571,430.0986044197,1910.777445377,10.5412510778,101641.5,251719.571284503,968721,3,1422981,203283.0,383228.537383809,1070296,3,1354706,225784.333333333,364175.126667194,968721,68653,0,0,0,0,172,152,5.6220005748,4.919250503,0,1173,169.9375,319.3627965705,101992.595833333,0,0,1,1,0,0,0,1,0,181.2666666667,142.25,225.8571428571,0,0,0,0,0,0,8,1138,7,1581,8192,62862,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
22,6,14/02/2018 03:12:23,5,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,400000.0,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,200000.0,200000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
22,6,14/02/2018 02:49:05,362737,22,22,1912,2665,640,0,86.9090909091,137.6880217811,976,0,121.1363636364,258.6415602914,12617.9573630482,121.300005238,8435.7441860465,19299.8118361084,106995,3,362627,17267.9523809524,26230.6409690579,106995,449,362734,17273.0476190476,38593.1787865112,144762,12,0,0,0,0,712,712,60.650002619,60.650002619,0,976,101.7111111111,203.7371995112,41508.8464646465,0,0,0,1,0,0,0,0,1,104.0227272727,86.9090909091,121.1363636364,0,0,0,0,0,0,22,1912,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
22,6,14/02/2018 02:22:04,12,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,166666.666666667,12.0,0.0,12,12,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,83333.3333333333,83333.3333333333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
21,6,14/02/2018 11:48:35,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
80,6,14/02/2018 05:26:58,27581265,5,4,438,788,436,0,87.6,194.7621626497,788,0,197.0,394.0,44.4504630226,0.3263084561,3447658.125,4793574.64279653,10004134,3165,27581265,6895316.25,4695904.35592779,10015384,65542,20033829,6677943.0,5780527.3133696,10015425,3165,1,0,0,0,100,104,0.1812824756,0.1450259805,0,788,166.2,283.8061936526,80545.9555555556,0,1,0,0,1,0,0,0,0,184.6666666667,87.6,197.0,0,0,0,0,0,0,5,438,4,788,256,292,2,20,29361.0,31333.6718403701,65542,11250,9164394.0,1410305.08152704,10004134,7536183,Benign
22,6,14/02/2018 02:26:50,346007,22,22,1992,2665,640,0,90.5454545455,138.1099380144,976,0,121.1363636364,258.6415602914,13459.26527498,127.1650573543,8046.6744186047,20375.0753252723,84870,5,345957,16474.1428571429,27077.698994349,84870,151,345994,16475.9047619048,36586.1151256932,123749,8,0,0,0,0,712,712,63.5825286772,63.5825286772,0,976,103.4888888889,203.7496929415,41513.9373737374,0,0,0,1,0,0,0,0,1,105.8409090909,90.5454545455,121.1363636364,0,0,0,0,0,0,22,1992,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
443,6,14/02/2018 09:51:36,352484,9,6,524,2878,206,0,58.2222222222,86.0040373729,1430,0,479.6666666667,624.3174406235,9651.5019121435,42.5551230694,25177.4285714286,39518.2363506234,95758,1,352484,44060.5,44404.8817136134,96412,23,220445,44089.0,60490.0848734733,120177,1,0,0,0,0,192,132,25.5330738416,17.0220492278,0,1430,212.625,423.9240301438,179711.583333333,0,0,0,1,0,0,0,0,0,226.8,58.2222222222,479.6666666667,0,0,0,0,0,0,9,524,6,2878,8192,172,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
56467,6,14/02/2018 08:52:53,41,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,48780.4878048781,41.0,0.0,41,41,41,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0,0,0,40,0,48780.4878048781,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 01:54:22,35211,1,1,33,89,33,33,33.0,0.0,89,89,89.0,0.0,3464.8263326801,56.8004316833,35211.0,0.0,35211,35211,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,28.4002158416,28.4002158416,33,89,51.6666666667,32.3316150746,1045.3333333333,0,0,0,0,0,0,0,0,1,77.5,33.0,89.0,0,0,0,0,0,0,1,33,1,89,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
443,6,14/02/2018 11:29:12,7252,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,413.6789851076,3626.0,5127.9383771649,7252,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,40,137.8929950359,275.7859900717,0,0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,0,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 03:34:02,309,1,1,42,58,42,42,42.0,0.0,58,58,58.0,0.0,323624.595469256,6472.4919093851,309.0,0.0,309,309,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3236.2459546926,3236.2459546926,42,58,47.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,71.0,42.0,58.0,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
80,6,14/02/2018 09:39:59,116136088,16,14,445,706,434,0,27.8125,108.3175693659,706,0,50.4285714286,188.6864367902,9.9107867315,0.2583176385,4004692.68965517,4849600.42472347,10013843,69,116136088,7742405.86666667,4178792.08413768,10109194,207,111385744,8568134.15384615,3760224.69582736,10109302,95524,0,0,0,0,332,424,0.1377694072,0.1205482313,0,706,37.1290322581,146.5227495273,21468.9161290322,0,0,0,1,0,0,0,0,0,38.3666666667,27.8125,50.4285714286,0,0,0,0,0,0,16,445,14,706,8192,172,12,20,117738.909090909,74107.0351754198,341180,95338,10008213.4545455,18339.8340034125,10013843,9952917,Benign
53,17,14/02/2018 10:01:25,2702,1,1,51,161,51,51,51.0,0.0,161,161,161.0,0.0,78460.399703923,740.192450037,2702.0,0.0,2702,2702,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,370.0962250185,370.0962250185,51,161,87.6666666667,63.5085296109,4033.3333333333,0,0,0,0,0,0,0,0,1,131.5,51.0,161.0,0,0,0,0,0,0,1,51,1,161,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
21,6,14/02/2018 11:41:01,3,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.666666667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,333333.333333333,333333.333333333,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
3389,6,14/02/2018 09:40:04,1125486,8,7,1138,1581,677,0,142.25,227.7465696778,1173,0,225.8571428571,430.0986044197,2415.8452437436,13.3275758206,80391.8571428572,251653.705810754,953162,3,1125486,160783.714285714,377772.154054846,1017048,3,1113812,185635.333333333,376998.894445947,953162,11964,0,0,0,0,172,152,7.1080404376,6.2195353829,0,1173,169.9375,319.3627965705,101992.595833333,0,0,1,1,0,0,0,1,0,181.2666666667,142.25,225.8571428571,0,0,0,0,0,0,8,1138,7,1581,8192,62862,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
3389,6,14/02/2018 04:57:02,2430459,8,7,1144,1581,677,0,143.0,227.9699228282,1173,0,225.8571428571,430.0986044197,1121.1873971131,6.1716737456,173604.214285714,252039.98467068,953120,4,2430459,347208.428571429,403488.832740906,1239811,4,2194054,365675.666666667,288428.219469362,953120,236644,0,0,0,0,172,152,3.291559331,2.8801144146,0,1173,170.3125,319.402717323,102018.095833333,0,0,0,1,0,0,0,0,0,181.6666666667,143.0,225.8571428571,0,0,0,0,0,0,8,1144,7,1581,64240,62856,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
51797,6,14/02/2018 02:21:35,47,3,1,86,0,55,0,28.6666666667,27.5741424768,0,0,0.0,0.0,1829787.23404255,85106.3829787234,15.6666666667,14.0118997047,27,0,47,23.5,33.2340187158,47,0,0,0.0,0.0,0,0,1,0,0,0,60,20,63829.7872340426,21276.5957446809,0,55,28.2,27.5445094347,758.7,0,1,0,0,1,0,0,0,0,35.25,28.6666666667,0.0,0,0,0,0,0,0,3,86,1,0,119,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 10:12:40,30974,2,2,74,138,37,37,37.0,0.0,69,69,69.0,0.0,6844.4501840253,129.1405695099,10324.6666666667,15492.2964835215,28142,31,28142,28142.0,0.0,28142,28142,31,31.0,0.0,31,31,0,0,0,0,16,16,64.570284755,64.570284755,37,69,49.8,17.5271218402,307.2,0,0,0,0,0,0,0,0,1,62.25,37.0,69.0,0,0,0,0,0,0,2,74,2,138,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
22,6,14/02/2018 03:24:46,7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
21,6,14/02/2018 11:58:39,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
80,6,14/02/2018 08:41:21,85,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23529.4117647059,85.0,0.0,85,85,85,85.0,0.0,85,85,0,0.0,0.0,0,0,0,0,0,0,40,0,23529.4117647059,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
53,17,14/02/2018 04:40:05,39938,2,2,72,136,36,36,36.0,0.0,68,68,68.0,0.0,5208.0725123942,100.155240623,13312.6666666667,12955.672284113,25932,45,25932,25932.0,0.0,25932,25932,45,45.0,0.0,45,45,0,0,0,0,16,16,50.0776203115,50.0776203115,36,68,48.8,17.5271218402,307.2,0,0,0,0,0,0,0,0,1,61.0,36.0,68.0,0,0,0,0,0,0,2,72,2,136,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign
21,6,14/02/2018 10:42:04,3,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.666666667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,333333.333333333,333333.333333333,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce
3389,6,14/02/2018 01:42:06,2272828,8,7,1128,1581,661,0,141.0,222.62332056,1173,0,225.8571428571,430.0986044197,1191.907174674,6.599707501,162344.857142857,248987.274236705,953173,3,2272828,324689.714285714,402274.702242019,1219413,3,2064300,344050.0,299295.849862974,953173,207688,0,0,0,0,172,152,3.5198440005,3.0798635004,0,1173,169.3125,317.7312740352,100953.1625,0,0,0,1,0,0,0,0,0,180.6,141.0,225.8571428571,0,0,0,0,0,0,8,1128,7,1581,64240,62872,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
22,6,14/02/2018 02:53:56,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.333333333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,166666.666666667,166666.666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce
