Dst Port,Flow Duration,Flow Pkts/s,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,PSH Flag Cnt,Init Fwd Win Byts,Fwd Act Data Pkts
53,33943,117.0,16,16,58.0,58.0,0,-1,1
22,385004,114.0,712,712,57.0,57.0,1,26883,16
53,271,7380.0,8,8,3690.0,3690.0,0,-1,0
22,5,400000.0,32,32,200000.0,200000.0,0,241,0
21,19,105263.0,40,20,52631.0,52631.0,1,26883,0
50172,4974459,0.0,40,0,0.0,0.0,0,30016,0
80,743,9421.0,72,92,4037.0,5383.0,1,8192,1
3389,2833727,5.0,188,148,3.0,2.0,1,8192,5
53,20637,193.0,16,16,96.0,96.0,0,-1,1
21,4,500000.0,40,20,250000.0,250000.0,1,26883,0
443,55364,307.0,192,172,162.0,144.0,1,8192,4
53,913,2190.0,8,8,1095.0,1095.0,0,-1,0
80,54354182,0.0,40,0,0.0,0.0,0,279,0
443,130175,115.0,132,188,46.0,69.0,1,8192,3
50235,193,15544.0,40,20,10362.0,5181.0,0,149,0
22,340576,129.0,712,712,64.0,64.0,1,26883,16
53,339,5899.0,8,8,2949.0,2949.0,0,-1,0
21,3,666666.0,40,20,333333.0,333333.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,1214,1647.0,8,8,823.0,823.0,0,-1,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
53,321233,12.0,16,16,6.0,6.0,0,-1,1
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
22,388232,113.0,776,648,61.0,51.0,1,26883,16
80,22900,305.0,72,92,131.0,174.0,1,8192,1
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
80,79,25316.0,40,0,25316.0,0.0,0,278,0
80,81,24691.0,40,0,24691.0,0.0,0,278,0
22,5,400000.0,32,32,200000.0,200000.0,0,241,0
80,54023990,0.0,40,0,0.0,0.0,0,279,0
3389,1435291,10.0,172,152,5.0,4.0,1,8192,5
80,81,24691.0,40,0,24691.0,0.0,0,279,0
67,726,2754.0,8,8,1377.0,1377.0,0,-1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
53,529,3780.0,8,8,1890.0,1890.0,0,-1,0
53,867,2306.0,8,8,1153.0,1153.0,0,-1,0
49756,174,17241.0,40,20,11494.0,5747.0,0,176,0
53,197,10152.0,8,8,5076.0,5076.0,0,-1,0
53,224,8928.0,8,8,4464.0,4464.0,0,-1,0
26694,48,41666.0,40,0,41666.0,0.0,0,256,0
3389,7394859,2.0,232,152,1.0,0.0,1,8192,5
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
80,5085785,1.0,92,92,0.0,0.0,1,8192,1
22,302594,145.0,712,712,72.0,72.0,1,26883,16
22,403023,104.0,712,648,54.0,49.0,1,26883,16
443,60452721,0.0,272,264,0.0,0.0,1,8192,8
3389,17235428,1.0,232,152,0.0,0.0,1,8192,5
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
21,3,666666.0,40,20,333333.0,333333.0,1,26883,0
443,394629,103.0,292,552,35.0,68.0,1,8192,3
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
443,127163,125.0,192,152,70.0,55.0,1,8192,4
53,54404,73.0,16,16,36.0,36.0,0,-1,1
3389,2161085,6.0,172,152,3.0,3.0,1,8192,5
39454,146,13698.0,40,0,13698.0,0.0,0,255,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,300421,146.0,712,712,73.0,73.0,1,26883,16
443,110178517,0.0,240,384,0.0,0.0,0,251,11
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
53,12294,162.0,8,8,81.0,81.0,0,-1,0
53,364,5494.0,8,8,2747.0,2747.0,0,-1,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
443,119118559,0.0,412,472,0.0,0.0,1,8192,11
51500,1,3000000.0,60,0,3000000.0,0.0,0,123,1
443,343968,14.0,92,32,11.0,2.0,1,8192,1
53,33962,117.0,16,16,58.0,58.0,0,-1,1
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
80,114,17543.0,40,0,17543.0,0.0,0,278,0
26096,29,68965.0,40,0,68965.0,0.0,0,256,0
62077,50,40000.0,40,0,40000.0,0.0,0,256,0
50233,1,2000000.0,40,0,2000000.0,0.0,0,4969,0
21,3,666666.0,40,20,333333.0,333333.0,1,26883,0
50266,1,2000000.0,40,0,2000000.0,0.0,0,184,0
443,18,111111.0,40,0,111111.0,0.0,0,256,0
445,3381858,2.0,112,92,1.0,1.0,1,8192,2
443,60775749,0.0,232,192,0.0,0.0,1,8192,6
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
53,240,8333.0,8,8,4166.0,4166.0,0,-1,0
80,73,27397.0,40,0,27397.0,0.0,0,278,0
53,2087,958.0,8,8,479.0,479.0,0,-1,0
80,6299436,1.0,92,92,0.0,0.0,1,8192,1
49938,68,29411.0,40,0,29411.0,0.0,0,0,0
53,271,7380.0,8,8,3690.0,3690.0,0,-1,0
53,3926,509.0,8,8,254.0,254.0,0,-1,0
22,372993,117.0,776,648,64.0,53.0,1,26883,16
445,800066,14.0,152,112,8.0,6.0,1,8192,4
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
443,67424302,0.0,452,532,0.0,0.0,1,8192,11
53,31183,128.0,16,16,64.0,64.0,0,-1,1
22,390984,109.0,680,712,53.0,56.0,1,26883,16
52492,46,43478.0,20,20,21739.0,21739.0,0,176,0
51092,22812,131.0,40,20,87.0,43.0,0,31,0
80,54013469,0.0,40,0,0.0,0.0,0,279,0
53,74746,53.0,16,16,26.0,26.0,0,-1,1
80,80,25000.0,40,0,25000.0,0.0,0,278,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,926,2159.0,8,8,1079.0,1079.0,0,-1,0
445,1240639,9.0,132,132,4.0,4.0,1,8192,4
22,5,400000.0,32,32,200000.0,200000.0,0,241,0
53,2557,782.0,8,8,391.0,391.0,0,-1,0
53,56048,71.0,16,16,35.0,35.0,0,-1,1
22,371516,118.0,776,648,64.0,53.0,1,26883,16
443,116724099,0.0,424,532,0.0,0.0,1,8192,7
3389,2895839,5.0,172,152,2.0,2.0,1,64240,5
80,5232188,1.0,92,92,0.0,0.0,1,8192,1
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
53,377,5305.0,8,8,2652.0,2652.0,0,-1,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
22,380150,115.0,776,648,63.0,52.0,1,26883,16
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
53,2458,813.0,8,8,406.0,406.0,0,-1,0
22,396458,110.0,712,712,55.0,55.0,1,26883,16
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,343736,122.0,648,712,58.0,64.0,1,26883,16
22,385177,114.0,776,648,62.0,51.0,1,26883,16
21,3,666666.0,40,20,333333.0,333333.0,1,26883,0
80,120,16666.0,40,0,16666.0,0.0,0,252,0
53,258,7751.0,8,8,3875.0,3875.0,0,-1,0
22,384648,116.0,808,648,64.0,51.0,1,26883,16
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
3389,2477439,7.0,192,204,3.0,3.0,1,8192,6
53,51462,77.0,16,16,38.0,38.0,0,-1,1
22,373883,117.0,776,648,64.0,53.0,1,26883,16
22,322278,136.0,712,712,68.0,68.0,1,26883,16
445,200982,19.0,72,32,14.0,4.0,1,8192,0
56093,126,15873.0,40,0,15873.0,0.0,0,259,0
443,117299256,0.0,272,352,0.0,0.0,1,8192,7
50127,42,47619.0,20,20,23809.0,23809.0,0,31500,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
50324,12,166666.0,20,20,83333.0,83333.0,0,1245,0
22,318536,138.0,712,712,69.0,69.0,1,26883,16
80,5481233,1.0,92,92,0.0,0.0,1,8192,1
80,6000560,1.0,92,92,0.0,0.0,1,8192,1
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,18701,106.0,8,8,53.0,53.0,0,-1,0
53,1333,1500.0,8,8,750.0,750.0,0,-1,0
53,454319,8.0,16,16,4.0,4.0,0,-1,1
22,326923,134.0,712,712,67.0,67.0,1,26883,16
53,1314,1522.0,8,8,761.0,761.0,0,-1,0
3389,1675057,8.0,172,152,4.0,4.0,1,8192,5
22,357840,122.0,712,712,61.0,61.0,1,26883,16
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
80,5841186,1.0,92,92,0.0,0.0,1,8192,1
53,1513,1321.0,8,8,660.0,660.0,0,-1,0
53,2198,909.0,8,8,454.0,454.0,0,-1,0
22,321950,136.0,712,712,68.0,68.0,1,26883,16
22,356857,120.0,712,680,61.0,58.0,1,26883,16
22,382310,115.0,712,712,57.0,57.0,1,26883,16
80,95,21052.0,40,0,21052.0,0.0,0,278,0
443,97376,184.0,192,192,92.0,92.0,1,8192,4
443,184,16304.0,60,0,16304.0,0.0,0,254,1
53,457,4376.0,8,8,2188.0,2188.0,0,-1,0
3389,2380252,6.0,172,152,3.0,2.0,1,8192,5
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,381559,110.0,712,648,57.0,52.0,1,26883,16
443,682545,24.0,192,172,13.0,11.0,1,8192,3
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
443,317140,47.0,192,132,28.0,18.0,1,8192,4
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,387,5167.0,8,8,2583.0,2583.0,0,-1,0
3389,3920376,5.0,192,264,2.0,3.0,1,8192,6
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
53,1211,1651.0,8,8,825.0,825.0,0,-1,0
53,2654,753.0,8,8,376.0,376.0,0,-1,0
49843,64,62500.0,60,20,46875.0,15625.0,0,64,0
53,1770,1129.0,8,8,564.0,564.0,0,-1,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
3389,9098325,0.0,156,96,0.0,0.0,1,64240,0
3389,1454351,11.0,192,152,6.0,4.0,1,8192,5
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
443,553,5424.0,60,0,5424.0,0.0,0,255,1
137,1522835,1.0,24,0,1.0,0.0,0,-1,2
22,392698,114.0,808,648,63.0,50.0,1,26883,16
51051,94,21276.0,40,0,21276.0,0.0,0,255,0
53,13647,146.0,8,8,73.0,73.0,0,-1,0
22,383629,114.0,776,648,62.0,52.0,1,26883,16
53,43534,91.0,16,16,45.0,45.0,0,-1,1
22,390858,110.0,744,648,58.0,51.0,1,26883,16
51107,52,76923.0,60,20,57692.0,19230.0,0,1345,1
55598,164,12195.0,40,0,12195.0,0.0,0,63964,0
5662,155,12903.0,40,0,12903.0,0.0,0,255,0
80,87,22988.0,40,0,22988.0,0.0,0,278,0
7730,43,46511.0,52,0,46511.0,0.0,0,260,0
53,1734,1153.0,8,8,576.0,576.0,0,-1,0
53,1055,1895.0,8,8,947.0,947.0,0,-1,0
50441,4726355,0.0,40,0,0.0,0.0,0,237,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
3389,2198976,6.0,172,152,3.0,3.0,1,8192,5
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,2596,770.0,8,8,385.0,385.0,0,-1,0
3389,2778877,5.0,152,152,2.0,2.0,1,8192,5
80,116158073,0.0,332,424,0.0,0.0,1,8192,12
53,367,5449.0,8,8,2724.0,2724.0,0,-1,0
53,139689,28.0,16,16,14.0,14.0,0,-1,1
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
53,1034,1934.0,8,8,967.0,967.0,0,-1,0
443,5381574,1.0,132,92,1.0,0.0,1,8192,3
80,139,14388.0,40,0,14388.0,0.0,0,279,0
80,90,22222.0,40,0,22222.0,0.0,0,278,0
443,117279717,0.0,312,352,0.0,0.0,1,8192,8
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
3389,2874823,5.0,172,152,2.0,2.0,1,64240,5
53,13316,150.0,8,8,75.0,75.0,0,-1,0
445,169864,11.0,52,0,11.0,0.0,0,252,0
3389,2345809,6.0,172,152,3.0,2.0,1,8192,5
22,375121,119.0,808,648,66.0,53.0,1,26883,16
80,97275,20.0,20,20,10.0,10.0,0,255,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,17,117647.0,40,20,58823.0,58823.0,1,26883,0
22,399759,110.0,712,712,55.0,55.0,1,26883,16
3389,1657237,10.0,212,172,6.0,4.0,1,8192,7
445,1499642,8.0,152,112,4.0,3.0,1,8192,4
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
80,115402119,0.0,332,424,0.0,0.0,1,8192,12
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
3389,1212282,12.0,172,152,6.0,5.0,1,8192,5
80,907,7717.0,72,92,3307.0,4410.0,1,8192,1
3389,5436629,3.0,204,224,1.0,1.0,1,8192,5
80,24121,331.0,72,112,124.0,207.0,1,8192,1
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
80,84,23809.0,40,0,23809.0,0.0,0,278,0
80,54489311,0.0,40,0,0.0,0.0,0,279,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
53,324,6172.0,8,8,3086.0,3086.0,0,-1,0
3389,2402885,6.0,172,172,3.0,3.0,1,8192,5
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
3389,2082063,8.0,192,172,4.0,3.0,1,8192,6
21,3,666666.0,40,20,333333.0,333333.0,1,26883,0
53,34463,116.0,16,16,58.0,58.0,0,-1,1
443,31005681,0.0,32,192,0.0,0.0,1,8192,0
3389,2179265,6.0,172,152,3.0,3.0,1,8192,5
63935,95,21052.0,40,0,21052.0,0.0,0,261,0
22,374580,117.0,776,648,64.0,53.0,1,26883,16
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
53,677,2954.0,8,8,1477.0,1477.0,0,-1,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
50366,868,3456.0,40,20,2304.0,1152.0,0,176,0
22,387285,111.0,744,648,59.0,51.0,1,26883,16
3389,1670398,8.0,172,152,4.0,4.0,1,8192,5
80,978,7157.0,72,92,3067.0,4089.0,1,8192,1
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,914,2188.0,8,8,1094.0,1094.0,0,-1,0
80,704,9943.0,72,92,4261.0,5681.0,1,8192,1
53,18420,217.0,16,16,108.0,108.0,0,-1,1
3389,8836343,1.0,212,152,1.0,0.0,1,8192,5
80,676,10355.0,72,92,4437.0,5917.0,1,8192,1
22,356064,123.0,712,712,61.0,61.0,1,26883,16
22,382424,120.0,776,712,62.0,57.0,1,26883,16
51290,46,43478.0,20,20,21739.0,21739.0,0,261,0
3389,5224696,3.0,244,192,2.0,1.0,1,8192,5
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
3389,2257212,7.0,224,172,4.0,3.0,1,8192,5
443,54378907,0.0,372,720,0.0,0.0,1,8192,8
53,338,5917.0,8,8,2958.0,2958.0,0,-1,0
443,60494815,0.0,252,284,0.0,0.0,1,8192,7
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
443,521,5758.0,60,0,5758.0,0.0,0,258,1
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,69862,57.0,16,16,28.0,28.0,0,-1,1
3389,5644150,3.0,192,172,1.0,1.0,1,8192,5
53,1015,1970.0,8,8,985.0,985.0,0,-1,0
53,1383,1446.0,8,8,723.0,723.0,0,-1,0
80,641,10920.0,72,92,4680.0,6240.0,1,8192,1
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
52241,43,46511.0,20,20,23255.0,23255.0,0,119,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
443,344869,43.0,192,132,26.0,17.0,1,8192,4
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
443,155,12903.0,40,0,12903.0,0.0,0,253,0
443,154,12987.0,40,0,12987.0,0.0,0,256,0
80,1039,6737.0,72,92,2887.0,3849.0,1,8192,1
50631,39,51282.0,20,20,25641.0,25641.0,0,114,0
53,24661,162.0,16,16,81.0,81.0,0,-1,1
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
54978,32,62500.0,40,0,62500.0,0.0,0,256,0
53,1013,1974.0,8,8,987.0,987.0,0,-1,0
80,1104,6340.0,72,92,2717.0,3623.0,1,8192,1
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
53,942,2123.0,8,8,1061.0,1061.0,0,-1,0
445,102809951,0.0,52,20,0.0,0.0,0,255,0
443,62155632,0.0,312,292,0.0,0.0,1,8192,7
3389,1315660,11.0,168,148,6.0,5.0,1,8192,5
49453,638686,31.0,272,140,20.0,10.0,1,8192,5
22,398090,110.0,712,712,55.0,55.0,1,26883,16
21,18,111111.0,40,20,55555.0,55555.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,64453,62.0,16,16,31.0,31.0,0,-1,1
53,13248,150.0,8,8,75.0,75.0,0,-1,0
80,111,18018.0,40,0,18018.0,0.0,0,279,0
22,386977,113.0,712,712,56.0,56.0,1,26883,16
80,886,7900.0,72,92,3386.0,4514.0,1,8192,1
22,382388,115.0,776,648,62.0,52.0,1,26883,16
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
3389,2588388,6.0,192,204,3.0,3.0,1,8192,6
443,119142238,0.0,432,492,0.0,0.0,1,8192,12
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
51469,51,39215.0,20,20,19607.0,19607.0,0,31,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
445,1092926,10.0,132,112,5.0,4.0,1,8192,4
22,396482,110.0,712,712,55.0,55.0,1,26883,16
80,54700814,0.0,40,0,0.0,0.0,0,279,0
443,25,80000.0,40,0,80000.0,0.0,0,251,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
53,484,4132.0,8,8,2066.0,2066.0,0,-1,0
53,1540,1298.0,8,8,649.0,649.0,0,-1,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
3389,2125292,7.0,172,152,3.0,3.0,1,8192,5
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
53,266,7518.0,8,8,3759.0,3759.0,0,-1,0
21,18,111111.0,40,20,55555.0,55555.0,1,26883,0
443,117343659,0.0,388,352,0.0,0.0,1,8192,7
3389,2203171,6.0,172,152,3.0,3.0,1,8192,5
22,377462,116.0,712,712,58.0,58.0,1,26883,16
53,37195,107.0,16,16,53.0,53.0,0,-1,1
3389,4035091,4.0,212,152,2.0,1.0,1,8192,5
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
22,325155,135.0,712,712,67.0,67.0,1,26883,16
445,566597,21.0,152,112,12.0,8.0,1,8192,4
3389,2475542,6.0,172,152,3.0,2.0,1,8192,5
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
3389,2172999,7.0,212,152,4.0,3.0,1,8192,5
22,291338,151.0,712,712,75.0,75.0,1,26883,16
3389,16094838,1.0,264,360,0.0,0.0,1,8192,8
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
443,214313,79.0,172,192,37.0,41.0,1,8192,3
21,19,105263.0,40,20,52631.0,52631.0,1,26883,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
80,90,22222.0,40,0,22222.0,0.0,0,278,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
443,865725,19.0,212,152,11.0,8.0,1,8192,4
3389,1312146,11.0,172,152,6.0,5.0,1,8192,5
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
80,967,7238.0,72,92,3102.0,4136.0,1,8192,1
80,862,8120.0,72,92,3480.0,4640.0,1,8192,1
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
22,323588,135.0,712,712,67.0,67.0,1,26883,16
21,19,105263.0,40,20,52631.0,52631.0,1,26883,0
443,95186,157.0,172,152,84.0,73.0,1,8192,4
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
445,512490,21.0,132,112,11.0,9.0,1,8192,4
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
53,37284,53.0,8,8,26.0,26.0,0,-1,0
80,5233004,1.0,92,92,0.0,0.0,1,8192,1
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
80,900205,12.0,132,112,6.0,5.0,1,8192,2
22,377604,116.0,776,648,63.0,52.0,1,26883,16
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
443,60772077,0.0,272,384,0.0,0.0,1,8192,8
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
53,12889,155.0,8,8,77.0,77.0,0,-1,0
53,1187,1684.0,8,8,842.0,842.0,0,-1,0
443,115940050,0.0,412,504,0.0,0.0,1,8192,15
80,53739780,0.0,40,0,0.0,0.0,0,279,0
3389,1103302,13.0,172,152,7.0,6.0,1,8192,5
53,18681,107.0,8,8,53.0,53.0,0,-1,0
53,135550,29.0,16,16,14.0,14.0,0,-1,1
50143,47,85106.0,60,20,63829.0,21276.0,0,1093,1
22,384097,119.0,776,712,62.0,57.0,1,26883,16
53,20437,97.0,8,8,48.0,48.0,0,-1,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
445,971769,12.0,152,112,7.0,5.0,1,8192,4
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
22,378591,121.0,776,712,63.0,58.0,1,26883,16
53,943,2120.0,8,8,1060.0,1060.0,0,-1,0
80,80,25000.0,40,0,25000.0,0.0,0,278,0
53,281,7117.0,8,8,3558.0,3558.0,0,-1,0
443,53581210,0.0,100,20,0.0,0.0,0,257,2
80,32205,62.0,20,20,31.0,31.0,0,256,0
50041,36,55555.0,40,0,55555.0,0.0,0,259,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
443,277,10830.0,60,0,10830.0,0.0,0,253,1
445,3241844,1.0,52,64,0.0,0.0,1,8192,0
53,37718,106.0,16,16,53.0,53.0,0,-1,1
3389,5933446,4.0,252,296,2.0,2.0,1,8192,7
443,115410485,1.0,820,1740,0.0,0.0,0,5564,8
3389,2438506,6.0,172,172,3.0,3.0,1,8192,5
3389,2165225,6.0,172,152,3.0,3.0,1,8192,5
53,20068,99.0,8,8,49.0,49.0,0,-1,0
3389,6046449,2.0,192,152,1.0,1.0,1,8192,5
443,117862668,1.0,732,1772,0.0,0.0,1,8192,8
443,685,4379.0,60,0,4379.0,0.0,0,253,1
5355,412635,4.0,16,0,4.0,0.0,0,-1,1
80,5053310,1.0,92,92,0.0,0.0,1,8192,1
49540,1,2000000.0,40,0,2000000.0,0.0,0,176,0
22,383264,120.0,776,712,62.0,57.0,1,26883,16
53,369,5420.0,8,8,2710.0,2710.0,0,-1,0
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
5355,610021,3.0,16,0,3.0,0.0,0,-1,1
445,725729,4.0,40,20,2.0,1.0,1,1024,0
5355,413249,4.0,16,0,4.0,0.0,0,-1,1
22,415361,103.0,680,712,50.0,52.0,1,26883,16
80,55261036,0.0,40,0,0.0,0.0,0,279,0
53,10877,183.0,8,8,91.0,91.0,0,-1,0
53,479161,8.0,16,16,4.0,4.0,0,-1,1
3389,1360014,11.0,168,148,5.0,5.0,1,8192,5
80,873,8018.0,72,92,3436.0,4581.0,1,8192,1
3389,2541364,5.0,172,152,3.0,2.0,1,8192,5
53,2371,843.0,8,8,421.0,421.0,0,-1,0
53,176019,22.0,16,16,11.0,11.0,0,-1,1
22,7,285714.0,32,32,142857.0,142857.0,0,241,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
80,89,22471.0,40,0,22471.0,0.0,0,279,0
443,115119068,0.0,432,428,0.0,0.0,1,8192,15
443,328526,45.0,192,132,27.0,18.0,1,8192,4
443,850,3529.0,60,0,3529.0,0.0,0,253,1
21,22,90909.0,40,20,45454.0,45454.0,1,26883,0
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
3389,1771324,9.0,192,152,5.0,3.0,1,8192,6
3389,2886340,4.0,152,152,2.0,2.0,1,64240,5
22,396771,110.0,776,648,60.0,50.0,1,26883,16
22,363358,121.0,712,712,60.0,60.0,1,26883,16
80,1076,6505.0,72,92,2788.0,3717.0,1,8192,1
3389,8121413,2.0,212,152,1.0,0.0,1,8192,5
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
80,54391841,0.0,40,0,0.0,0.0,0,279,0
21,12,166666.0,40,20,83333.0,83333.0,1,26883,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
3389,2116543,7.0,172,152,3.0,3.0,1,8192,5
3389,5320990,3.0,204,204,1.0,1.0,1,8192,5
50673,33,60606.0,20,20,30303.0,30303.0,0,119,0
50037,38,52631.0,40,0,52631.0,0.0,0,131,0
22,364503,120.0,712,712,60.0,60.0,1,26883,16
53,40242,99.0,16,16,49.0,49.0,0,-1,1
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
80,1307,5355.0,72,92,2295.0,3060.0,1,8192,1
80,5269969,0.0,40,32,0.0,0.0,0,253,0
445,328368,12.0,68,28,9.0,3.0,1,8192,0
51899,57,35087.0,20,20,17543.0,17543.0,0,513,0
80,1099,6369.0,72,92,2729.0,3639.0,1,8192,1
21,1,2000000.0,40,20,1000000.0,1000000.0,1,26883,0
3389,8425798,2.0,244,288,1.0,1.0,1,8192,7
22,371961,112.0,648,712,53.0,59.0,1,26883,16
80,89,22471.0,40,0,22471.0,0.0,0,279,0
51100,30,66666.0,40,0,66666.0,0.0,0,32,0
22,363591,121.0,712,712,60.0,60.0,1,26883,16
21,18,111111.0,40,20,55555.0,55555.0,1,26883,0
53,205,9756.0,8,8,4878.0,4878.0,0,-1,0
22,316644,138.0,712,712,69.0,69.0,1,26883,16
80,3992,501.0,40,0,501.0,0.0,0,278,0
22,6,333333.0,32,32,166666.0,166666.0,0,241,0
21,2,1000000.0,40,20,500000.0,500000.0,1,26883,0
21,3,666666.0,40,20,333333.0,333333.0,1,26883,0
3389,1299276,11.0,172,152,6.0,5.0,1,8192,5
445,229760,17.0,72,32,13.0,4.0,1,8192,0
22,3,666666.0,32,32,333333.0,333333.0,0,241,0
80,70,28571.0,40,0,28571.0,0.0,0,278,0
